% Title: Dictionary database. 
% Source: Yelp.com Data. 
% Authors: Manikanta Talanki & Kaushik Sirineni. 

@RELATION dictionary2 
@ATTRIBUTE usefulnessPercent NUMERIC

@ATTRIBUTE cluesterClass {A,B,C,D,E}

@DATA 
23.391813,C
18.571428,B
18.309858,B
24.497992,C
24.705883,C
12.0,A
6.278027,A
19.39394,B
32.5,C
9.174312,A
12.655722,A
4.5454545,A
9.615385,A
15.898876,B
12.0129595,A
22.222221,C
-12.5,D
6.4935064,A
16.666666,B
14.292075,B
16.976257,B
21.621622,B
2.3952096,A
19.170984,B
30.555555,C
20.3125,B
16.666666,B
0.96153843,D
2.0,A
13.333333,B
24.528301,C
20.615385,B
15.806046,B
21.524664,B
13.068182,B
12.803234,B
22.368422,C
18.75,B
16.83434,B
29.032259,C
16.239317,B
17.647058,B
40.0,E
21.802326,B
-6.779661,D
16.740088,B
27.142857,C
11.175899,A
17.021276,B
33.62832,C
9.375,A
25.954199,C
20.783133,B
27.741936,C
16.086956,B
21.621622,B
21.400778,B
20.125786,B
13.048433,B
14.431239,B
18.647541,B
15.686275,B
13.2085285,B
20.0,B
9.625669,A
10.256411,A
8.064516,A
10.185185,A
0.0,D
8.474576,A
47.5,E
7.964602,A
14.456392,B
17.146776,B
2.2727273,A
7.6190476,A
19.444445,B
13.274522,B
14.245014,B
17.647058,B
29.032259,C
15.888025,B
38.52459,E
1.4285715,A
16.0,B
8.888889,A
16.216217,B
23.076923,C
30.232557,C
17.117117,B
13.245033,B
-2.631579,D
10.256411,A
29.90196,C
30.76923,C
38.311687,E
17.142857,B
6.976744,A
7.6923075,A
34.210526,C
17.985611,B
4.8582997,A
33.0,C
21.875,B
15.311005,B
17.591663,B
23.076923,C
28.368793,C
15.975821,B
6.060606,A
28.846153,C
17.70428,B
5.882353,A
1.4285715,A
17.374136,B
0.0,D
6.802721,A
25.38071,C
18.956043,B
6.8627453,A
16.159697,B
21.538462,B
20.0,B
17.120623,B
28.205128,C
16.289593,B
14.893617,B
11.741112,A
1.6129032,A
37.837837,E
20.73491,B
3.97351,A
40.789474,E
22.134388,B
-3.7735848,D
3.3333333,A
31.11111,C
46.875,E
17.052023,B
22.314049,C
15.384615,B
18.811882,B
42.1875,E
20.437956,B
4.3010755,A
-9.756098,D
15.074024,B
15.384615,B
12.380953,A
21.115538,B
5.504587,A
18.644068,B
15.384615,B
17.391304,B
17.487047,B
33.333332,C
11.931818,A
6.060606,A
11.666667,A
11.261261,A
14.092141,B
15.355073,B
32.258064,C
13.888889,B
10.878661,A
3.2258065,A
23.255814,C
16.541353,B
-2.857143,D
5.1282053,A
-4.7619047,D
14.005236,B
-3.030303,D
7.4626865,A
26.785715,C
6.25,A
14.393939,B
31.578947,C
1.8691589,A
15.116279,B
22.360249,C
13.911472,B
25.396826,C
8.783784,A
17.827297,B
0.0,D
-8.666667,D
40.625,E
25.252525,C
24.324324,C
5.970149,A
1.2820513,D
24.383562,C
29.411764,C
0.0,D
6.134969,A
12.987013,B
10.38961,A
-2.3255813,D
14.323458,B
10.606061,A
27.184465,C
23.404255,C
30.124224,C
11.669189,A
21.84874,B
22.772278,C
16.129032,B
20.0,B
32.35294,C
-2.0618556,D
11.111111,A
18.502203,B
-11.111111,D
21.978022,B
20.833334,B
24.561403,C
19.831224,B
8.259587,A
14.893617,B
33.333332,C
13.571428,B
27.702703,C
25.301205,C
25.952381,C
11.538462,A
26.559715,C
7.598784,A
30.0,C
51.162792,E
10.169492,A
9.375,A
21.875,B
11.147541,A
17.647058,B
12.107623,A
17.15603,B
16.791605,B
11.529934,A
14.893617,B
3.960396,A
23.741007,C
20.0,B
4.347826,A
30.379747,C
24.516129,C
25.806452,C
3.6363637,A
20.212767,B
23.966942,C
11.042945,A
10.526316,A
10.741688,A
13.675214,B
25.0,C
14.035088,B
13.888889,B
10.679611,A
-3.5714285,D
26.415094,C
5.714286,A
9.302325,A
14.555921,B
6.3492064,A
6.25,A
4.0,A
4.878049,A
9.523809,A
28.571428,C
17.93893,B
28.125,C
25.0,C
11.4754095,A
11.428572,A
14.457831,B
7.3170733,A
13.576159,B
6.8965516,A
16.584564,B
20.588236,B
16.86747,B
34.42623,C
18.60465,B
20.289856,B
17.258883,B
27.027027,C
8.963816,A
24.390244,C
15.580286,B
6.321839,A
6.382979,A
8.072917,A
13.842976,B
18.132854,B
20.454546,B
16.562717,B
-12.5,D
14.0,B
17.002882,B
16.750948,B
19.444445,B
-2.7027028,D
8.970438,A
12.411347,A
9.433962,A
18.705036,B
13.888889,B
17.275747,B
25.0774,C
30.434782,C
31.578947,C
19.67213,B
10.126582,A
0.0,D
25.51724,C
15.490196,B
23.68421,C
21.89781,B
11.428572,A
28.571428,C
-9.090909,D
9.453682,A
11.163522,A
6.849315,A
9.878155,A
20.816326,B
1.7241379,A
5.376344,A
7.3170733,A
19.65318,B
19.411764,B
25.862068,C
20.833334,B
23.529411,C
-1.6393442,D
16.504854,B
23.849373,C
2.173913,A
25.165564,C
8.441651,A
22.784811,C
2.0408163,A
27.083334,C
14.285714,B
5.714286,A
12.547966,A
16.666666,B
5.5555553,A
13.178294,B
18.526785,B
12.087913,A
10.599078,A
26.041666,C
-2.3255813,D
28.421053,C
23.636364,C
34.782608,C
0.0,D
7.974138,A
21.187801,B
15.862069,B
9.302325,A
16.666666,B
21.621622,B
31.25,C
30.935251,C
11.764706,A
15.384615,B
14.018692,B
31.147541,C
13.830672,B
11.666667,A
25.723473,C
15.915119,B
28.070175,C
32.35294,C
21.710526,B
0.0,D
23.502304,C
19.27711,B
5.633803,A
14.88764,B
18.75,B
45.833332,E
3.125,A
16.445623,B
0.0,D
17.006804,B
33.333332,C
30.555555,C
17.213116,B
10.294118,A
19.607843,B
36.0,C
16.551723,B
13.852814,B
18.454935,B
54.054054,E
11.178862,A
8.885299,A
17.854406,B
12.812918,B
21.103895,B
8.0,A
45.945946,E
11.894273,A
11.428572,A
30.0,C
3.8461537,A
19.48052,B
14.102564,B
16.85695,B
62.857143,E
25.0,C
8.219178,A
12.5,A
15.4838705,B
22.67442,C
3.2258065,A
20.47244,B
1.2820513,D
5.084746,A
30.875576,C
18.317972,B
20.5298,B
11.545293,A
0.0,D
22.222221,C
10.256411,A
9.505703,A
8.823529,A
6.8870525,A
19.43128,B
15.6,B
23.157894,C
11.111111,A
24.324324,C
20.27417,B
19.74603,B
-9.523809,D
22.522522,C
9.565217,A
32.857143,C
17.672413,B
10.0,A
19.240507,B
14.4204855,B
12.171053,A
-3.030303,D
13.841808,B
16.996338,B
15.462963,B
16.129032,B
29.032259,C
15.068493,B
9.504132,A
17.777779,B
12.280702,A
2.2222223,A
13.29361,B
33.333332,C
12.745098,B
50.0,E
12.440191,A
-2.9411764,D
5.714286,A
11.111111,A
9.962169,A
15.604223,B
35.106384,C
3.2085562,A
17.391304,B
8.510638,A
15.294118,B
17.043478,B
6.969508,A
-22.916666,D
7.1729956,A
27.678572,C
9.375,A
23.195877,C
13.305505,B
37.5,E
12.941176,B
44.186047,E
10.837608,A
8.29493,A
21.192053,B
18.018019,B
18.60465,B
21.568628,B
0.0,D
13.483146,B
19.196428,B
4.9612403,A
22.295805,C
8.196721,A
5.3380785,A
17.021276,B
23.201857,C
19.740635,B
6.6666665,A
12.600084,A
17.163637,B
35.555557,C
18.367348,B
13.019892,B
16.081331,B
23.504274,C
14.634147,B
23.595505,C
12.5,A
15.779221,B
15.151515,B
27.777779,C
19.863014,B
15.909091,B
38.666668,E
19.20943,B
16.396694,B
13.846154,B
5.263158,A
11.2,A
20.77922,B
22.988506,C
11.666667,A
10.107198,A
1.25,D
18.655098,B
23.68421,C
13.461538,B
22.42744,C
-11.428572,D
13.333333,B
10.256411,A
16.81416,B
27.5,C
39.39394,E
22.222221,C
5.4200544,A
17.048346,B
14.457831,B
8.624031,A
21.95122,B
39.583332,E
11.442786,A
38.46154,E
18.918919,B
8.888889,A
15.789474,B
26.760563,C
13.141026,B
18.715084,B
14.731369,B
14.893617,B
5.357143,A
15.492958,B
2.2222223,A
16.338028,B
24.390244,C
26.31579,C
22.222221,C
14.821428,B
21.568628,B
8.730159,A
18.58407,B
15.151515,B
15.5172415,B
16.206896,B
17.316017,B
25.0,C
38.46154,E
9.090909,A
27.272728,C
21.316614,B
29.411764,C
14.583333,B
16.996048,B
4.863222,A
33.333332,C
14.545455,B
13.67352,B
33.333332,C
18.523153,B
7.2,A
9.994223,A
11.27321,A
27.586206,C
21.212122,B
11.5159,A
15.921569,B
5.0,A
15.61051,B
12.630094,A
26.506023,C
19.35484,B
9.683605,A
12.173913,A
35.714287,C
16.666666,B
27.745665,C
6.8281937,A
5.3061223,A
11.530563,A
15.004191,B
33.221478,C
14.413265,B
61.11111,E
-3.0769231,D
5.3097343,A
20.179949,B
8.1081085,A
14.942529,B
13.138686,B
27.272728,C
25.6,C
9.615385,A
51.515152,E
25.0,C
21.786493,B
8.0,A
23.404255,C
5.1282053,A
14.126394,B
18.085106,B
-1.8867924,D
14.184397,B
7.305936,A
25.974026,C
25.35433,C
-2.9411764,D
6.7961164,A
5.4545455,A
12.5,A
9.67742,A
16.52174,B
24.641148,C
11.914893,A
22.807018,C
21.142857,B
15.686275,B
-5.882353,D
23.72093,C
24.789915,C
34.146343,C
18.300653,B
18.571428,B
7.3446326,A
10.278373,A
15.476191,B
17.0,B
27.906977,C
1.8518518,A
15.151515,B
21.875,B
13.513514,B
18.181818,B
-2.7777777,D
15.844058,B
6.034483,A
20.430107,B
18.93004,B
-3.488372,D
10.855263,A
32.5,C
22.033897,B
0.0,D
16.959064,B
10.062893,A
20.77922,B
11.034483,A
22.857143,C
20.0,B
73.52941,E
31.818182,C
17.064846,B
5.084746,A
-2.9411764,D
29.411764,C
15.62724,B
13.978495,B
14.084507,B
27.659575,C
27.272728,C
21.829855,B
21.73913,B
10.909091,A
14.406779,B
4.83871,A
20.0,B
8.1081085,A
1.4492754,A
25.0,C
24.675325,C
17.44186,B
21.212122,B
10.416667,A
50.0,E
22.988506,C
10.0,A
6.060606,A
0.95238096,D
11.764706,A
0.56497175,D
6.140351,A
19.28251,B
9.333333,A
11.721612,A
17.073172,B
10.638298,A
13.59447,B
7.6923075,A
16.47982,B
25.490196,C
18.84058,B
5.1282053,A
13.694267,B
5.970149,A
34.228188,C
30.263159,C
19.148935,B
21.028572,B
34.375,C
16.666666,B
12.132353,A
13.656747,B
-5.263158,D
12.244898,A
7.142857,A
13.247173,B
34.013607,C
12.481635,A
20.642202,B
9.090909,A
12.857142,B
25.0,C
6.639344,A
17.272728,B
26.762115,C
10.0,A
22.115385,B
19.131334,B
17.777779,B
22.580645,C
2.631579,A
26.470589,C
48.57143,E
2.5641026,A
11.764706,A
18.489584,B
11.940298,A
-2.0833333,D
45.0,E
17.894053,B
14.568345,B
2.1276596,A
14.86698,B
3.7735848,A
7.960199,A
49.019608,E
15.330579,B
15.2138605,B
22.222221,C
20.38835,B
3.7974684,A
7.6923075,A
17.309269,B
8.1081085,A
16.10487,B
15.277778,B
15.45098,B
20.0,B
12.179487,A
7.4766355,A
29.411764,C
-2.7777777,D
-6.521739,D
8.1081085,A
5.5555553,A
10.555555,A
12.041884,A
11.570248,A
15.114236,B
14.615385,B
14.581197,B
14.488189,B
13.559322,B
21.11111,B
10.97561,A
20.0,B
31.707317,C
7.5675673,A
2.7777777,A
-3.030303,D
24.271845,C
13.888889,B
17.647058,B
16.129032,B
13.75097,B
21.052631,B
9.885057,A
9.375,A
11.678832,A
15.622895,B
33.333332,C
9.583333,A
18.796993,B
-5.263158,D
16.66168,B
41.463413,E
10.169492,A
34.099617,C
0.9174312,D
3.1111112,A
17.391304,B
11.764706,A
20.454546,B
15.642458,B
11.764706,A
13.778706,B
15.140187,B
13.651877,B
7.5757575,A
14.070352,B
20.289856,B
-3.3333333,D
14.474408,B
13.461538,B
29.032259,C
-1.8691589,D
22.033897,B
56.756756,E
24.0,C
29.268293,C
16.071428,B
12.280702,A
16.234158,B
13.326551,B
11.711712,A
10.743802,A
27.34375,C
18.902552,B
20.214396,B
21.25,B
25.581396,C
8.620689,A
24.590164,C
0.0,D
-18.018019,D
3.9473684,A
20.27027,B
11.722383,A
25.0,C
15.34749,B
16.483517,B
14.43299,B
16.0,B
16.666666,B
12.5,A
15.737299,B
13.888889,B
10.526316,A
15.775401,B
15.306123,B
21.568628,B
16.640503,B
18.04878,B
18.064516,B
25.714285,C
0.0,D
10.344828,A
21.097956,B
23.85321,C
6.521739,A
19.25926,B
0.0,D
16.726458,B
0.0,D
21.12676,B
7.518797,A
13.333333,B
5.714286,A
11.428572,A
18.0,B
16.666666,B
18.090452,B
-18.181818,D
24.626865,C
20.77922,B
10.714286,A
55.555557,E
6.730769,A
32.911392,C
17.715618,B
4.7543583,A
-3.7656903,D
14.814815,B
20.234291,B
9.375,A
21.931034,B
2.2222223,A
15.625,B
13.376683,B
11.594203,A
18.421053,B
9.137055,A
27.2,C
37.77778,E
3.2258065,A
17.5,B
6.060606,A
14.741035,B
25.185184,C
26.0,C
37.096775,E
16.542751,B
22.123894,B
25.0,C
23.68421,C
3.9215686,A
14.392012,B
10.56338,A
0.0,D
21.801802,B
22.705315,C
6.7605634,A
16.212833,B
2.5369978,A
5.882353,A
26.190475,C
14.117647,B
16.831684,B
17.928288,B
11.834319,A
6.4102564,A
19.339622,B
27.272728,C
15.625,B
8.953772,A
-6.25,D
8.898305,A
14.136386,B
13.948498,B
12.121212,A
17.269075,B
33.333332,C
0.91463417,D
17.428572,B
12.5,A
2.1276596,A
11.63878,A
15.286624,B
19.69697,B
-6.6666665,D
15.151515,B
2.9411764,A
-2.9411764,D
26.086956,C
22.44898,C
14.338235,B
26.190475,C
16.666666,B
8.256881,A
15.836526,B
6.122449,A
38.72549,E
17.485714,B
12.195122,A
61.764706,E
15.248227,B
27.659575,C
14.851485,B
-14.705882,D
11.458333,A
10.869565,A
27.710844,C
51.162792,E
29.62963,C
17.613089,B
1.5151515,A
12.919463,B
-13.432836,D
12.133891,A
22.44898,C
18.421053,B
19.69697,B
15.454545,B
17.96875,B
16.666666,B
39.39394,E
2.3809524,A
30.588236,C
11.111111,A
10.04016,A
13.065327,B
20.0,B
16.080402,B
22.580645,C
0.0,D
9.756098,A
7.9710145,A
14.20765,B
36.923077,E
13.469388,B
13.636364,B
25.247524,C
38.52459,E
9.756098,A
5.1282053,A
18.636364,B
20.143885,B
25.0,C
27.97619,C
5.5555553,A
37.333332,E
10.714286,A
28.301888,C
12.954876,B
16.190475,B
17.699116,B
11.46789,A
-8.571428,D
24.175825,C
9.090909,A
12.5,A
21.92691,B
10.714286,A
17.910448,B
18.02721,B
32.432434,C
17.302572,B
-3.125,D
12.5,A
17.817371,B
13.483146,B
11.764706,A
26.38889,C
-3.7037036,D
25.714285,C
5.882353,A
26.206896,C
21.12676,B
24.251871,C
21.556122,B
20.37037,B
-10.0,D
5.063291,A
24.752476,C
6.451613,A
0.990099,D
29.323309,C
21.052631,B
-3.030303,D
6.0296845,A
13.733075,B
42.424244,E
25.0,C
21.11111,B
-6.140351,D
35.294117,C
22.38806,C
20.731707,B
33.0,C
13.017752,B
17.391304,B
12.28429,A
10.091743,A
18.09422,B
5.0,A
5.7077627,A
19.532555,B
16.666666,B
19.798235,B
12.056738,A
5.8524175,A
17.335474,B
10.251046,A
34.328358,C
-14.285714,D
6.6485014,A
16.51903,B
16.071428,B
36.17021,C
15.151515,B
11.003236,A
28.0,C
29.72973,C
13.755598,B
4.8582997,A
45.454544,E
25.842697,C
0.0,D
26.168224,C
26.0,C
9.247968,A
20.0,B
28.169014,C
9.042553,A
26.666666,C
22.5,C
16.41791,B
14.285714,B
22.222221,C
13.636364,B
19.67213,B
24.770641,C
0.6535948,D
7.4592075,A
18.918919,B
18.88889,B
18.779343,B
50.0,E
-13.636364,D
10.429448,A
0.0,D
6.060606,A
43.589745,E
13.405797,B
12.200957,A
12.5,A
5.263158,A
18.421053,B
-6.756757,D
8.888889,A
4.7619047,A
-10.256411,D
14.82955,B
6.162465,A
10.11236,A
13.839286,B
27.118645,C
10.935252,A
18.023256,B
9.859155,A
18.98734,B
3.9215686,A
37.988827,E
33.695652,C
13.768116,B
21.272728,B
24.0,C
17.747011,B
-2.3255813,D
44.736843,E
9.76431,A
16.793894,B
15.686275,B
39.18919,E
11.223147,A
18.571428,B
38.46154,E
7.8125,A
50.0,E
13.953488,B
12.267206,A
17.670418,B
8.333333,A
6.060606,A
21.621622,B
27.745665,C
17.449665,B
6.097561,A
-8.571428,D
31.37255,C
30.534351,C
24.125874,C
6.7264576,A
27.272728,C
13.043478,B
-1.1450381,D
21.8,B
9.090909,A
18.42742,B
-2.166065,D
8.139535,A
13.092433,B
18.649517,B
17.241379,B
14.754098,B
30.232557,C
-8.823529,D
16.196674,B
14.089347,B
19.662922,B
15.16035,B
21.764706,B
27.586206,C
10.169492,A
6.4,A
15.384615,B
22.222221,C
-8.333333,D
26.43678,C
15.708813,B
27.027027,C
12.056738,A
23.255814,C
21.231422,B
-16.666666,D
8.064516,A
26.760563,C
10.104529,A
17.741936,B
15.138593,B
14.594595,B
8.67347,A
37.2549,E
19.512196,B
11.84669,A
18.75,B
9.352518,A
18.421053,B
0.0,D
16.666666,B
28.947369,C
14.049587,B
26.229507,C
20.0,B
5.612245,A
15.075758,B
14.545455,B
15.198237,B
13.513514,B
24.229074,C
37.142857,E
3.4013605,A
16.35821,B
-2.0833333,D
9.670782,A
0.0,D
22.142857,B
17.466345,B
14.404317,B
17.073172,B
14.990448,B
-6.122449,D
24.0,C
6.4,A
18.232044,B
18.518518,B
13.333333,B
37.5,E
3.75,A
-5.882353,D
14.069051,B
14.122742,B
7.5844154,A
10.843373,A
8.333333,A
24.528301,C
21.052631,B
8.261269,A
5.681818,A
11.911083,A
3.508772,A
-6.6666665,D
22.680412,C
-10.204082,D
0.0,D
10.476191,A
19.512196,B
17.749498,B
21.014492,B
9.921485,A
12.876713,B
23.893805,C
29.411764,C
11.245552,A
23.157894,C
37.288136,E
3.125,A
16.504854,B
7.6923075,A
20.37037,B
30.555555,C
-6.25,D
7.6923075,A
5.769231,A
20.300753,B
0.0,D
-2.020202,D
7.874016,A
37.313435,E
57.142857,E
12.921349,B
26.359833,C
25.730993,C
14.906993,B
34.532375,C
16.895359,B
17.714285,B
13.761468,B
15.555555,B
17.647058,B
5.46875,A
17.241379,B
14.26092,B
15.452784,B
9.40171,A
16.304348,B
40.579712,E
6.122449,A
25.0,C
26.415094,C
14.334471,B
16.049383,B
18.855219,B
31.896551,C
10.256411,A
18.761301,B
15.044248,B
25.0,C
-1.3157895,D
15.102041,B
23.913044,C
18.0602,B
14.285714,B
33.85827,C
18.518518,B
30.0,C
15.294118,B
16.216217,B
13.622047,B
19.047619,B
22.222221,C
19.704433,B
16.710182,B
16.428572,B
25.806452,C
12.5,A
13.667084,B
14.42786,B
54.054054,E
24.431818,C
9.9911585,A
23.221758,C
19.753086,B
15.625,B
11.428572,A
14.711359,B
7.0,A
12.903226,B
17.5915,B
5.6603775,A
21.105528,B
27.39726,C
8.1081085,A
11.538462,A
12.244898,A
14.197531,B
48.387096,E
12.479845,A
18.60465,B
14.012739,B
18.309858,B
11.711712,A
10.256411,A
15.348837,B
5.1282053,A
18.63517,B
5.7971015,A
-13.513514,D
14.417049,B
13.043478,B
13.187856,B
21.875,B
21.686747,B
0.0,D
10.0,A
1.1494253,D
22.747747,C
-12.195122,D
6.1688313,A
16.042452,B
-18.60465,D
10.0,A
-6.122449,D
25.609756,C
11.3924055,A
10.204082,A
38.82353,E
23.880596,C
7.6923075,A
17.094017,B
11.818182,A
19.843342,B
17.985611,B
28.448277,C
21.857924,B
9.782609,A
8.0,A
40.0,E
23.394495,C
17.617449,B
21.12676,B
19.767443,B
41.666668,E
16.973684,B
21.212122,B
4.9180326,A
20.0,B
12.770193,B
16.27907,B
24.489796,C
45.454544,E
11.627907,A
17.875648,B
30.357143,C
30.0,C
5.714286,A
11.029411,A
27.39726,C
39.805824,E
20.27027,B
16.850828,B
-7.0422535,D
51.515152,E
14.666667,B
14.925373,B
-4.1666665,D
15.384615,B
0.8695652,D
40.0,E
26.086956,C
15.047492,B
18.264841,B
12.943632,B
10.526316,A
31.818182,C
15.422886,B
21.505377,B
28.125,C
2.9850745,A
27.777779,C
9.079033,A
19.047619,B
23.952095,C
15.0,B
-7.8651686,D
-2.9850745,D
17.615717,B
20.44183,B
25.925926,C
5.882353,A
51.5625,E
12.587413,A
19.784946,B
7.0921984,A
22.32558,C
31.428572,C
17.021276,B
27.906977,C
6.1538463,A
20.833334,B
3.9215686,A
6.060606,A
4.4444447,A
10.687023,A
18.83117,B
17.971014,B
13.157895,B
11.320755,A
1.5686275,A
25.925926,C
21.705427,B
15.687993,B
16.806723,B
23.076923,C
-2.857143,D
25.55746,C
29.166666,C
13.432836,B
12.576687,A
15.53398,B
15.544042,B
11.063229,A
16.0,B
15.300547,B
13.661202,B
23.61111,C
27.027027,C
26.767677,C
31.428572,C
2.2222223,A
13.117771,B
14.942529,B
14.531105,B
32.183907,C
14.705882,B
18.75,B
10.4651165,A
28.481012,C
16.666666,B
27.777779,C
25.842697,C
16.02564,B
33.333332,C
21.794872,B
13.920244,B
2.7027028,A
21.052631,B
10.922088,A
20.700638,B
19.00685,B
19.512196,B
20.081966,B
12.345679,A
22.44898,C
22.83105,C
21.052631,B
11.586587,A
2.7027028,A
14.084507,B
19.512196,B
1.010101,D
0.0,D
-9.67742,D
13.129479,B
18.681318,B
15.194682,B
-19.35484,D
7.594937,A
24.324324,C
18.70187,B
14.634147,B
15.300547,B
7.4847693,A
15.281306,B
11.25908,A
12.009926,A
30.232557,C
24.093264,C
16.908499,B
10.0,A
5.5555553,A
15.919664,B
21.25,B
-1.6666666,D
8.064516,A
9.302325,A
17.785234,B
8.527132,A
9.850746,A
27.385893,C
13.541667,B
12.29135,A
10.485133,A
14.381271,B
20.675106,B
17.910448,B
9.60452,A
7.6923075,A
18.981482,B
12.736661,B
16.90141,B
10.0,A
2.5641026,A
17.622952,B
20.300753,B
51.11111,E
8.387096,A
-5.172414,D
17.321688,B
25.384615,C
4.6511626,A
42.857143,E
2.857143,A
15.277916,B
29.411764,C
11.386861,A
10.344828,A
18.072289,B
22.807018,C
15.0,B
18.181818,B
15.254237,B
41.17647,E
28.571428,C
18.75,B
32.258064,C
22.727272,C
10.655738,A
4.6511626,A
16.241343,B
5.0,A
14.491007,B
13.980263,B
35.526318,C
16.194523,B
18.98734,B
22.157434,B
13.636364,B
10.37037,A
17.391304,B
17.702597,B
11.764706,A
7.6923075,A
13.333333,B
9.859155,A
19.35484,B
20.895523,B
32.5,C
29.72973,C
25.0,C
14.414414,B
14.953271,B
17.460318,B
22.727272,C
18.221987,B
8.0,A
0.0,D
8.035714,A
19.831224,B
17.355371,B
15.909091,B
39.74359,E
8.823529,A
12.197483,A
9.966216,A
7.6923075,A
18.367348,B
16.528925,B
13.689483,B
20.0,B
-3.2258065,D
33.333332,C
-6.060606,D
21.818182,B
23.577236,C
45.714287,E
15.151515,B
11.450381,A
25.925926,C
16.221563,B
20.833334,B
17.355371,B
40.74074,E
15.867159,B
9.567198,A
8.1081085,A
17.41214,B
17.391304,B
17.5,B
15.988372,B
4.1666665,A
14.11043,B
7.2289157,A
8.661417,A
21.276596,B
32.0,C
-6.060606,D
13.855422,B
10.711071,A
11.936721,A
29.268293,C
13.675214,B
19.692308,B
5.0,A
12.092131,A
14.285714,B
20.79208,B
12.903226,B
11.111111,A
12.101911,A
11.525424,A
25.483871,C
19.387754,B
22.5,C
16.37931,B
17.279125,B
40.625,E
17.708334,B
24.324324,C
24.390244,C
18.518518,B
18.461538,B
9.090909,A
10.416667,A
2.173913,A
19.67213,B
42.105263,E
15.699658,B
31.132076,C
23.931623,C
27.272728,C
21.95122,B
-4.195804,D
12.903226,B
12.765958,B
12.564433,A
3.3333333,A
10.416667,A
0.0,D
10.869565,A
13.461538,B
24.390244,C
12.5,A
-18.0,D
20.833334,B
8.838384,A
14.622642,B
-1.4084507,D
39.2,E
42.105263,E
19.047619,B
15.671641,B
7.6086955,A
26.25,C
26.923077,C
-6.521739,D
5.922166,A
14.285714,B
21.568628,B
20.0,B
9.638555,A
27.5,C
15.064695,B
24.338625,C
25.283018,C
14.814815,B
15.116279,B
15.618521,B
20.588236,B
21.291449,B
24.731182,C
11.201446,A
-10.256411,D
46.875,E
27.777779,C
19.23077,B
11.764706,A
6.826568,A
14.835165,B
34.88372,C
22.619047,C
29.032259,C
23.357664,C
9.589041,A
17.467249,B
12.5,A
13.483146,B
9.375,A
-1.8518518,D
8.6306095,A
-6.6666665,D
20.754717,B
23.4375,C
25.648415,C
3.1034484,A
14.111111,B
13.027295,B
7.6923075,A
15.688587,B
27.272728,C
26.860025,C
14.212548,B
17.948717,B
14.035088,B
16.853933,B
18.085106,B
-0.3093581,D
41.17647,E
9.782609,A
20.165747,B
15.644474,B
25.0,C
20.207254,B
23.989218,C
10.261194,A
12.0463705,A
15.014421,B
9.756098,A
32.53012,C
20.0,B
38.46154,E
28.819445,C
38.095238,E
2.6548672,A
25.688074,C
2.631579,A
10.869565,A
14.438502,B
20.0,B
12.733446,B
-5.0,D
8.450705,A
27.142857,C
18.84754,B
18.148998,B
35.48387,C
-3.7878788,D
18.965517,B
17.256857,B
3.7037036,A
20.772947,B
-1.6949153,D
40.54054,E
-5.084746,D
10.0,A
15.094339,B
13.763896,B
-12.5,D
13.85214,B
13.004675,B
12.35955,A
23.529411,C
14.173228,B
-5.6603775,D
23.216995,C
28.947369,C
7.3170733,A
10.7476635,A
16.383394,B
11.538462,A
35.0,C
20.840336,B
10.0,A
22.222221,C
17.75701,B
14.942529,B
26.190475,C
23.404255,C
33.035713,C
9.477124,A
32.258064,C
20.930233,B
13.513514,B
20.454546,B
14.285714,B
-3.125,D
12.941176,B
41.025642,E
16.666666,B
0.0,D
25.560537,C
17.54386,B
16.81416,B
54.761906,E
46.511627,E
-14.285714,D
11.135858,A
17.142857,B
25.0,C
18.095238,B
13.814181,B
8.0,A
21.174206,B
3.1578948,A
14.015904,B
26.966291,C
29.411764,C
17.857143,B
27.083334,C
21.782179,B
14.830508,B
2.5,A
20.588236,B
-3.1746032,D
-2.3809524,D
23.076923,C
12.7516775,B
26.530613,C
22.44898,C
28.742516,C
13.411765,B
25.454546,C
0.8695652,D
13.531353,B
31.578947,C
28.87324,C
12.307693,A
29.411764,C
5.882353,A
23.880596,C
20.325203,B
18.421053,B
15.344604,B
32.608696,C
6.0,A
12.707182,B
20.618557,B
25.242718,C
20.588236,B
10.837439,A
10.588235,A
11.60221,A
4.5833335,A
15.238095,B
20.453424,B
19.68504,B
18.187067,B
10.810811,A
-11.4754095,D
13.548388,B
15.3944025,B
10.4838705,A
14.590248,B
27.655678,C
16.883118,B
14.285714,B
24.390244,C
7.3239436,A
3.1496062,A
32.20339,C
19.212267,B
25.925926,C
15.097896,B
22.580645,C
18.421053,B
18.181818,B
38.70968,E
3.2258065,A
11.363636,A
7.0422535,A
11.288484,A
16.477272,B
0.0,D
28.037384,C
13.632653,B
17.307692,B
8.884688,A
13.793103,B
13.3027525,B
16.695957,B
37.2093,E
10.476191,A
7.8778133,A
39.215687,E
24.390244,C
19.607843,B
37.5,E
-5.3254437,D
38.62069,E
-9.836065,D
35.294117,C
5.8295965,A
6.5384617,A
-7.5,D
15.0,B
32.5,C
17.424242,B
4.6153846,A
30.0,C
27.878788,C
7.4074073,A
15.763547,B
16.90846,B
25.714285,C
5.6962028,A
7.830343,A
37.5,E
24.725275,C
5.194805,A
33.333332,C
42.857143,E
20.689655,B
14.736842,B
18.811882,B
14.09396,B
10.416667,A
3.8461537,A
30.30303,C
23.00885,C
26.056337,C
